txn_id,date,amount_inr,type,bank,merchant,status
TXN00349,2024-03-21,31311.7,NEFT,SBI,Flipkart,SUCCESS
TXN00350,2024-03-07,25181.66,IMPS,SBI,IRCTC,SUCCESS
TXN00351,2024-02-22,42831.67,IMPS,SBI,Flipkart,SUCCESS
TXN00352,2024-06-20,32951.75,ATM,HDFC,MakeMyTrip,SUCCESS
TXN00353,2024-03-21,8188.57,RTGS,Axis,BookMyShow,SUCCESS
TXN00354,2024-03-02,3574.91,IMPS,Kotak,Amazon,SUCCESS
TXN00355,2024-03-08,32138.84,NEFT,ICICI,BigBasket,SUCCESS
TXN00356,2024-04-11,1374.24,NEFT,ICICI,Uber,SUCCESS
TXN00357,2024-02-03,27569.81,IMPS,HDFC,Flipkart,DISCREPANCY
TXN00358,2024-06-20,47014.5,RTGS,SBI,Swiggy,SUCCESS
TXN00359,2024-06-14,28855.02,NEFT,HDFC,Swiggy,DISCREPANCY
TXN00360,2024-03-17,19079.79,ATM,Axis,Zomato,DISCREPANCY
TXN00361,2024-04-27,32182.25,NEFT,Axis,Flipkart,SUCCESS
TXN00362,2024-03-21,22939.73,UPI,Kotak,Uber,SUCCESS
TXN00363,2024-01-19,27303.56,UPI,Kotak,Ola,SUCCESS
TXN00364,2024-01-03,47076.17,RTGS,Axis,MakeMyTrip,SUCCESS
TXN00365,2024-04-27,19335.83,IMPS,Axis,Paytm,SUCCESS
TXN00366,2024-06-08,48061.47,RTGS,Axis,BookMyShow,SUCCESS
TXN00367,2024-05-24,45272.26,RTGS,HDFC,Uber,SUCCESS
TXN00368,2024-01-26,9829.77,RTGS,Axis,Paytm,SUCCESS
TXN00369,2024-01-19,3514.6,RTGS,ICICI,Paytm,SUCCESS
TXN00370,2024-05-17,5083.86,ATM,SBI,BigBasket,SUCCESS
TXN00371,2024-02-24,960.18,ATM,Axis,Zomato,SUCCESS
TXN00372,2024-05-09,4767.43,NEFT,SBI,Uber,SUCCESS
TXN00373,2024-03-08,34166.19,UPI,HDFC,Uber,SUCCESS
TXN00374,2024-02-03,3605.87,RTGS,SBI,BigBasket,SUCCESS
TXN00375,2024-03-30,15982.83,NEFT,HDFC,Flipkart,SUCCESS
TXN00376,2024-01-18,42251.52,UPI,ICICI,Flipkart,SUCCESS
TXN00377,2024-03-03,1212.43,IMPS,HDFC,Flipkart,SUCCESS
TXN00378,2024-04-04,40732.7,ATM,HDFC,PhonePe,PENDING
TXN00379,2024-03-13,14128.65,UPI,Kotak,Paytm,SUCCESS
TXN00380,2024-02-10,5952.33,IMPS,Axis,PhonePe,SUCCESS
TXN00381,2024-04-22,34852.02,UPI,Axis,Zomato,SUCCESS
TXN00382,2024-05-19,31465.7,ATM,ICICI,BookMyShow,SUCCESS
TXN00383,2024-06-29,43879.73,ATM,ICICI,BigBasket,SUCCESS
TXN00384,2024-03-18,36766.8,NEFT,Axis,Uber,FAILED
TXN00385,2024-06-05,40804.94,RTGS,Kotak,MakeMyTrip,DISCREPANCY
TXN00386,2024-06-16,14137.63,UPI,Axis,Paytm,SUCCESS
TXN00387,2024-05-15,8913.11,UPI,Kotak,PhonePe,SUCCESS
TXN00388,2024-01-03,37543.21,IMPS,ICICI,PhonePe,SUCCESS
TXN00389,2024-06-19,40351.4,ATM,SBI,IRCTC,SUCCESS
TXN00390,2024-05-21,49525.73,UPI,ICICI,PhonePe,SUCCESS
TXN00391,2024-03-17,20660.25,ATM,ICICI,BookMyShow,SUCCESS
TXN00392,2024-06-18,18632.3,UPI,HDFC,Ola,SUCCESS
TXN00393,2024-01-27,38831.83,NEFT,HDFC,Uber,SUCCESS
TXN00394,2024-02-04,17073.14,RTGS,HDFC,Ola,FAILED
TXN00395,2024-03-08,46541.33,UPI,HDFC,Uber,SUCCESS
TXN00396,2024-01-30,42927.72,ATM,Kotak,BigBasket,SUCCESS
TXN00397,2024-01-28,21478.25,NEFT,Axis,Uber,SUCCESS
TXN00398,2024-05-21,37556.01,UPI,SBI,Ola,SUCCESS
TXN00399,2024-02-09,37739.42,IMPS,ICICI,Uber,FAILED
TXN00400,2024-03-10,5201.04,RTGS,Kotak,BigBasket,SUCCESS
TXN00401,2024-03-13,45132.52,UPI,SBI,BigBasket,SUCCESS
TXN00402,2024-06-03,24757.02,NEFT,Kotak,Zomato,DISCREPANCY
TXN00403,2024-02-23,41331.55,IMPS,Kotak,Uber,SUCCESS
TXN00404,2024-03-28,16036.48,NEFT,ICICI,MakeMyTrip,PENDING
TXN00405,2024-02-22,44781.39,NEFT,Axis,IRCTC,SUCCESS
TXN00406,2024-06-24,19490.62,IMPS,HDFC,Flipkart,SUCCESS
TXN00407,2024-06-11,591.34,NEFT,Axis,Swiggy,SUCCESS
TXN00408,2024-03-08,45273.83,IMPS,ICICI,BigBasket,SUCCESS
TXN00409,2024-05-09,4609.77,UPI,ICICI,Amazon,PENDING
TXN00410,2024-05-05,15999.72,IMPS,ICICI,Flipkart,SUCCESS
TXN00411,2024-03-05,47505.6,IMPS,SBI,BookMyShow,SUCCESS
TXN00412,2024-01-14,47532.83,RTGS,Axis,Paytm,SUCCESS
TXN00413,2024-01-24,28693.22,IMPS,Axis,Uber,SUCCESS
TXN00414,2024-06-11,34095.41,IMPS,Kotak,Ola,DISCREPANCY
TXN00415,2024-04-18,22415.39,UPI,Kotak,Swiggy,DISCREPANCY
TXN00416,2024-03-11,14695.88,RTGS,Kotak,Amazon,SUCCESS
TXN00417,2024-01-12,16466.79,ATM,ICICI,Flipkart,SUCCESS
TXN00418,2024-01-01,33642.3,UPI,Axis,Uber,SUCCESS
TXN00419,2024-03-26,37631.11,UPI,ICICI,Zomato,SUCCESS
TXN00420,2024-02-03,39589.37,ATM,SBI,Paytm,SUCCESS
TXN00421,2024-06-12,39491.43,IMPS,Kotak,Swiggy,SUCCESS
TXN00422,2024-03-08,4605.74,NEFT,ICICI,IRCTC,FAILED
TXN00423,2024-02-11,24746.29,RTGS,ICICI,Zomato,SUCCESS
TXN00424,2024-04-23,2925.06,NEFT,SBI,Amazon,SUCCESS
TXN00425,2024-05-21,27498.97,ATM,HDFC,BookMyShow,SUCCESS
TXN00426,2024-06-29,22104.45,UPI,Axis,Swiggy,FAILED
TXN00427,2024-04-19,44390.82,UPI,HDFC,Zomato,SUCCESS
TXN00428,2024-05-23,17578.2,RTGS,Kotak,Paytm,SUCCESS
TXN00429,2024-01-03,5897.5,UPI,ICICI,IRCTC,SUCCESS
TXN00430,2024-01-29,7192.43,UPI,SBI,Zomato,SUCCESS
TXN00431,2024-01-20,38087.46,RTGS,SBI,PhonePe,SUCCESS
TXN00432,2024-06-25,30929.99,RTGS,Axis,IRCTC,SUCCESS
TXN00433,2024-02-08,5101.08,ATM,HDFC,Amazon,SUCCESS
TXN00434,2024-05-19,4251.13,UPI,Axis,BookMyShow,SUCCESS
TXN00435,2024-01-10,33561.18,UPI,ICICI,Paytm,DISCREPANCY
TXN00436,2024-04-04,3684.51,ATM,Axis,MakeMyTrip,SUCCESS
TXN00437,2024-05-29,41101.91,IMPS,SBI,Uber,SUCCESS
TXN00438,2024-05-21,35326.8,IMPS,SBI,Ola,SUCCESS
TXN00439,2024-02-07,4113.37,IMPS,Kotak,Ola,SUCCESS
TXN00440,2024-04-20,4287.64,ATM,Kotak,Ola,SUCCESS
TXN00441,2024-02-02,49332.65,UPI,ICICI,Swiggy,SUCCESS
TXN00442,2024-01-11,18744.83,ATM,HDFC,Amazon,SUCCESS
TXN00443,2024-03-19,18563.58,ATM,Axis,Paytm,SUCCESS
TXN00444,2024-04-03,40649.34,IMPS,ICICI,IRCTC,SUCCESS
TXN00445,2024-01-11,47365.07,NEFT,Kotak,Swiggy,SUCCESS
TXN00446,2024-04-01,49300.75,UPI,Axis,Amazon,SUCCESS
TXN00447,2024-02-23,37681.24,IMPS,Kotak,Uber,SUCCESS
TXN00448,2024-06-23,18844.17,NEFT,Axis,PhonePe,SUCCESS
TXN00449,2024-03-04,4220.86,NEFT,HDFC,Paytm,SUCCESS
TXN00450,2024-06-19,38868.49,RTGS,ICICI,Ola,SUCCESS
TXN00451,2024-01-27,27942.29,UPI,Axis,Zomato,SUCCESS
TXN00452,2024-03-31,22841.76,NEFT,SBI,MakeMyTrip,DISCREPANCY
TXN00453,2024-05-23,45322.4,IMPS,SBI,Paytm,SUCCESS
TXN00454,2024-04-14,5604.31,RTGS,Axis,BigBasket,SUCCESS
TXN00455,2024-06-07,24656.62,UPI,Axis,BookMyShow,FAILED
TXN00456,2024-02-09,617.11,ATM,Axis,Amazon,FAILED
TXN00457,2024-03-01,23344.86,IMPS,SBI,Flipkart,DISCREPANCY
TXN00458,2024-02-11,2862.35,NEFT,SBI,Uber,SUCCESS
TXN00459,2024-02-15,5984.95,NEFT,Axis,PhonePe,SUCCESS
TXN00460,2024-04-15,5920.44,IMPS,Kotak,Uber,PENDING
TXN00461,2024-01-07,32478.05,NEFT,Kotak,Paytm,SUCCESS
TXN00462,2024-02-15,37314.94,RTGS,HDFC,Flipkart,SUCCESS
TXN00463,2024-03-26,29189.27,UPI,ICICI,BigBasket,SUCCESS
TXN00464,2024-04-15,48110.52,RTGS,Kotak,IRCTC,SUCCESS
TXN00465,2024-06-20,18774.79,NEFT,SBI,Zomato,FAILED
TXN00466,2024-03-04,14321.32,ATM,Kotak,Flipkart,SUCCESS
TXN00467,2024-03-09,43436.53,UPI,HDFC,Amazon,SUCCESS
TXN00468,2024-02-10,11218.61,UPI,HDFC,Ola,SUCCESS
TXN00469,2024-06-28,48162.97,IMPS,ICICI,BigBasket,SUCCESS
TXN00470,2024-01-28,657.12,IMPS,Kotak,Zomato,SUCCESS
TXN00471,2024-04-07,48495.45,ATM,SBI,MakeMyTrip,SUCCESS
TXN00472,2024-01-10,2205.84,UPI,SBI,PhonePe,SUCCESS
TXN00473,2024-04-30,41218.81,ATM,Axis,Ola,DISCREPANCY
TXN00474,2024-02-26,26408.67,IMPS,SBI,Paytm,SUCCESS
TXN00475,2024-02-21,49648.59,IMPS,ICICI,Flipkart,SUCCESS
TXN00476,2024-04-27,3736.14,UPI,ICICI,Zomato,SUCCESS
TXN00477,2024-03-30,27715.02,RTGS,SBI,BookMyShow,SUCCESS
TXN00478,2024-03-19,48466.66,NEFT,SBI,Swiggy,SUCCESS
TXN00479,2024-02-28,26178.74,IMPS,Axis,BookMyShow,SUCCESS
TXN00480,2024-02-27,31488.46,IMPS,SBI,IRCTC,SUCCESS
TXN00481,2024-01-07,34802.65,RTGS,Axis,BookMyShow,SUCCESS
TXN00482,2024-06-17,22754.33,RTGS,Axis,MakeMyTrip,FAILED
TXN00483,2024-02-19,31396.53,ATM,SBI,IRCTC,SUCCESS
TXN00484,2024-04-12,29236.5,ATM,HDFC,BigBasket,SUCCESS
TXN00485,2024-03-25,45062.84,NEFT,HDFC,PhonePe,SUCCESS
TXN00486,2024-03-12,2320.05,NEFT,Axis,BigBasket,SUCCESS
TXN00487,2024-01-18,14084.11,UPI,SBI,Swiggy,SUCCESS
TXN00488,2024-03-12,47523.05,ATM,HDFC,Amazon,FAILED
TXN00489,2024-03-30,44518.68,IMPS,SBI,PhonePe,FAILED
TXN00490,2024-06-13,22241.3,ATM,SBI,BookMyShow,DISCREPANCY
TXN00491,2024-05-10,31025.62,IMPS,SBI,Uber,PENDING
TXN00492,2024-04-12,13905.19,RTGS,Kotak,Amazon,SUCCESS
TXN00493,2024-06-22,9446.65,ATM,SBI,PhonePe,SUCCESS
TXN00494,2024-05-17,23211.74,RTGS,Kotak,PhonePe,SUCCESS
TXN00495,2024-03-25,17699.94,NEFT,Axis,Swiggy,FAILED
TXN00496,2024-01-08,31694.0,NEFT,HDFC,Paytm,DISCREPANCY
TXN00497,2024-01-30,3932.85,UPI,HDFC,BookMyShow,SUCCESS
TXN00498,2024-03-07,48721.02,ATM,HDFC,Swiggy,SUCCESS
TXN00499,2024-02-15,49311.23,RTGS,HDFC,PhonePe,SUCCESS
